country,state,city,station,last_update,latitude,longitude,pollutant_id,pollutant_min,pollutant_max,pollutant_avg
India,Gujarat,Ahmedabad,"Maninagar, Ahmedabad - GPCB","28-06-2026 02:00:00",23.002657,72.591912,NH3,NA,NA,NA
India,Gujarat,Ahmedabad,"Maninagar, Ahmedabad - GPCB","28-06-2026 02:00:00",23.002657,72.591912,SO2,0,130,64
India,Gujarat,Ahmedabad,"Gyaspur, Ahmedabad - IITM","28-06-2026 02:00:00",22.977134,72.553024,PM10,58,114,90
India,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM","28-06-2026 02:00:00",23.076793,72.627874,PM10,78,120,99
India,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM","28-06-2026 02:00:00",23.076793,72.627874,CO,16,33,28
India,Gujarat,Ahmedabad,"Raikhad, Ahmedabad - IITM","28-06-2026 02:00:00",23.020509,72.579261,CO,8,28,18
India,Gujarat,Ahmedabad,"Raikhad, Ahmedabad - IITM","28-06-2026 02:00:00",23.020509,72.579261,OZONE,0,31,12
India,Gujarat,Ahmedabad,"Chandkheda, Ahmedabad - IITM","28-06-2026 02:00:00",23.107969,72.574648,SO2,4,8,7
India,Gujarat,Ankleshwar,"GIDC, Ankleshwar - GPCB","28-06-2026 02:00:00",21.613267,73.010555,SO2,23,24,24
India,Gujarat,Bhavnagar,"Vidhyanagar, Bhavnagar - Nexteng Enviro","28-06-2026 02:00:00",21.755417,72.139056,SO2,5,7,6
India,Gujarat,Nandesari,"GIDC, Nandesari - Nandesari Ind. Association","28-06-2026 02:00:00",22.410802,73.097923,SO2,3,25,5
India,Gujarat,Nandesari,"GIDC, Nandesari - Nandesari Ind. Association","28-06-2026 02:00:00",22.410802,73.097923,OZONE,NA,NA,NA
India,Gujarat,Rajkot,"Mavdi, Rajkot - Nexteng Enviro ","28-06-2026 02:00:00",22.248853,70.776774,SO2,9,14,11
India,Gujarat,Surat,"Science Center, Surat - SMC","28-06-2026 02:00:00",21.170046,72.795405,NO2,2,4,3
India,Gujarat,Surat,"Science Center, Surat - SMC","28-06-2026 02:00:00",21.170046,72.795405,NH3,NA,NA,NA
India,Gujarat,Vadodara,"Bapunagar, Vadodara - Nexteng Enviro","28-06-2026 02:00:00",22.320153,73.216285,PM2.5,18,142,55
India,Gujarat,Vadodara,"Bapunagar, Vadodara - Nexteng Enviro","28-06-2026 02:00:00",22.320153,73.216285,SO2,6,7,6
India,Gujarat,Vadodara,"Bapunagar, Vadodara - Nexteng Enviro","28-06-2026 02:00:00",22.320153,73.216285,OZONE,3,5,4
India,Gujarat,Vapi,"Phase-1 GIDC, Vapi - GPCB","28-06-2026 02:00:00",20.362421,72.918013,PM10,66,105,90
India,Haryana,Faridabad,"New Industrial Town, Faridabad - HSPCB","28-06-2026 02:00:00",28.39072,77.30059,OZONE,13,15,14
India,Haryana,Faridabad,"Sector 30, Faridabad - HSPCB","28-06-2026 02:00:00",28.4417,77.3217,OZONE,7,16,10
India,Haryana,Fatehabad,"Huda Sector, Fatehabad - HSPCB","28-06-2026 02:00:00",29.503664,75.467934,PM10,NA,NA,NA
India,Haryana,Fatehabad,"Huda Sector, Fatehabad - HSPCB","28-06-2026 02:00:00",29.503664,75.467934,SO2,NA,NA,NA
India,Haryana,Fatehabad,"Huda Sector, Fatehabad - HSPCB","28-06-2026 02:00:00",29.503664,75.467934,CO,38,49,43
India,Haryana,Gurugram,"NISE Gwal Pahari, Gurugram - IITM","28-06-2026 02:00:00",28.422681,77.148944,NO2,6,8,7
India,Haryana,Gurugram,"Vikas Sadan, Gurugram - HSPCB","28-06-2026 02:00:00",28.4501238,77.0263051,NH3,NA,NA,NA
India,Haryana,Gurugram,"Vikas Sadan, Gurugram - HSPCB","28-06-2026 02:00:00",28.4501238,77.0263051,SO2,NA,NA,NA
India,Haryana,Gurugram,"Vikas Sadan, Gurugram - HSPCB","28-06-2026 02:00:00",28.4501238,77.0263051,OZONE,9,28,19
India,Gujarat,Gandhinagar,"IIPHG Lekawada, Gandhinagar - IITM","28-06-2026 02:00:00",23.243639,72.68994,PM10,82,162,114
India,Gujarat,Gandhinagar,"IIPHG Lekawada, Gandhinagar - IITM","28-06-2026 02:00:00",23.243639,72.68994,NO2,7,15,10
India,Gujarat,Gandhinagar,"IIPHG Lekawada, Gandhinagar - IITM","28-06-2026 02:00:00",23.243639,72.68994,NH3,0,1,1
India,Gujarat,Gandhinagar,"GIFT City, Gandhinagar - IITM","28-06-2026 02:00:00",23.163798,72.677768,PM2.5,19,283,116
India,Gujarat,Gandhinagar,"GIFT City, Gandhinagar - IITM","28-06-2026 02:00:00",23.163798,72.677768,NO2,101,157,135
India,Gujarat,Gandhinagar,"Sector-10, Gandhinagar - GPCB","28-06-2026 02:00:00",23.221714,72.654328,SO2,5,61,12
