system:index,tropospheric_HCHO_column_number_density,.geo
2297,2.4186618860245137E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[83.40857413049757,22.41296633878206]}"
2298,2.299673143048704E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[83.49840565890952,22.41296633878206]}"
2299,2.2213309645540265E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[83.67806871573343,22.41296633878206]}"
2300,2.3828950716559943E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[83.76790024414538,22.41296633878206]}"
2301,2.451887977184083E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.48655247144099,22.41296633878206]}"
2302,2.4353057245796796E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.6662155282649,22.41296633878206]}"
2303,2.326549171066701E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[86.55267762491589,22.41296633878206]}"
2304,2.4573997226937436E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[86.7323406817398,22.41296633878206]}"
2305,2.2617027927587132E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[87.36116138062346,22.41296633878206]}"
2306,2.1443112785878889E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[87.54082443744737,22.41296633878206]}"
2307,2.2007040397440433E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[87.72048749427127,22.41296633878206]}"
2308,2.278005621545503E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.43913972156689,22.41296633878206]}"
2309,2.1083938265411558E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.7984658352147,22.41296633878206]}"
2310,1.9721049380505798E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.88829736362665,22.41296633878206]}"
2311,1.337329743230996E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.29317098235255,22.502797867194012]}"
2312,1.4993977547589582E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.92199168123622,22.502797867194012]}"
2313,1.4713108065934644E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.10165473806012,22.502797867194012]}"
2314,1.6522013600660558E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.55081238011988,22.502797867194012]}"
2315,1.666349713499988E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91013849376769,22.502797867194012]}"
2316,1.6832231056298835E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.2694646074155,22.502797867194012]}"
2317,1.6956416611173567E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.44912766423941,22.502797867194012]}"
2318,1.6867321152563806E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.53895919265136,22.502797867194012]}"
2319,1.8611128904429296E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.79660059041869,22.502797867194012]}"
2320,1.770640014438414E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.69491587453821,22.502797867194012]}"
2321,1.9339020351925813E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.31188338595335,22.502797867194012]}"
2322,1.9104922234997892E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.49154644277725,22.502797867194012]}"
2323,1.7893731582076412E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.76104102801311,22.502797867194012]}"
2324,1.6847129199782423E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.21019867007287,22.502797867194012]}"
2325,1.7313151922760327E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.55767159625215,22.502797867194012]}"
2326,1.6418586527824704E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.27632382354777,22.502797867194012]}"
2327,1.6781805772091596E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.63564993719558,22.502797867194012]}"
2328,1.8486115559561772E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.3543021644912,22.502797867194012]}"
2329,1.919522386501688E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.44413369290315,22.502797867194012]}"
2330,2.466616218849977E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[82.60009037479,22.502797867194012]}"
2331,2.3500672435470936E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.03739482938123,22.502797867194012]}"
2332,2.2783156891988652E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.30688941461709,22.502797867194012]}"
2333,2.3209981121482975E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.75604705667685,22.502797867194012]}"
2334,2.313981616695288E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.29503622714856,22.502797867194012]}"
2335,2.1761234261199612E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.56453081238442,22.502797867194012]}"
2336,2.200725779413806E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.92385692603223,22.502797867194012]}"
2337,2.2943149761530583E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[86.19335151126809,22.502797867194012]}"
2338,2.3692897903310024E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[87.00183526697566,22.502797867194012]}"
2339,1.5000995823219072E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.84088461375255,22.502797867194012]}"
2340,1.313205686137783E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.29317098235255,22.592629395605965]}"
2341,1.514135076358192E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.74232862441231,22.592629395605965]}"
2342,1.7497281541325956E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.0898015505916,22.592629395605965]}"
2343,1.775707674951567E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.53895919265136,22.592629395605965]}"
2344,1.7742814420191122E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.71862224947526,22.592629395605965]}"
2345,1.9361310156559397E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.43727447677088,22.592629395605965]}"
2346,1.9252034961354494E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.70676906200674,22.592629395605965]}"
2347,1.941303567105841E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.79660059041869,22.592629395605965]}"
2348,1.882959343378022E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.97626364724259,22.592629395605965]}"
2349,1.7761221332383262E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.24575823247845,22.592629395605965]}"
2350,1.614281511093202E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.32373657342187,22.592629395605965]}"
2351,1.5310032699752225E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.50339963024578,22.592629395605965]}"
2352,1.7660056053932886E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.86272574389359,22.592629395605965]}"
2353,1.9218949072974067E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.76104102801311,22.592629395605965]}"
2354,1.7345617795285772E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.30003019848482,22.592629395605965]}"
2355,1.7635031202928054E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.83901936895654,22.592629395605965]}"
2356,1.7641423680232838E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.37800853942825,22.592629395605965]}"
2357,1.7953430513884574E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.73733465307606,22.592629395605965]}"
2358,1.6206999667080078E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.18649229513582,22.592629395605965]}"
2359,1.6969226711086269E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.36615535195972,22.592629395605965]}"
2360,1.6624177976283668E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.81531299401948,22.592629395605965]}"
2361,1.6995362692019865E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.99497605084339,22.592629395605965]}"
2362,1.705158682284672E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[81.52211203384657,22.592629395605965]}"
2363,2.2818266178313798E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[82.4204273179661,22.592629395605965]}"
2364,2.3518972654163476E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[83.04924801684976,22.592629395605965]}"
2365,2.3436448771372586E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.12722635779319,22.592629395605965]}"
2366,2.2106868304687925E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.57638399985295,22.592629395605965]}"
2367,2.3499810003878435E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.74419386920833,22.592629395605965]}"
2368,2.3652790308759792E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.83402539762028,22.592629395605965]}"
2369,2.2493008334977907E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.92385692603223,22.592629395605965]}"
2370,2.3370722621678E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[86.01368845444418,22.592629395605965]}"
2371,2.2758329752370815E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[86.37301456809199,22.592629395605965]}"
2372,2.2378083776086443E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[87.63065596585932,22.592629395605965]}"
2373,2.1242226404862677E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[87.72048749427127,22.592629395605965]}"
2374,2.2569863547072038E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.07981360791908,22.592629395605965]}"
2375,1.770814111237996E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.75105308534059,22.592629395605965]}"
2376,1.485837424138461E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.9307161421645,22.592629395605965]}"
2377,1.3493625418999959E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.02054767057645,22.592629395605965]}"
2378,1.447410880967546E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.83216015282427,22.682460924017917]}"
2379,1.5303437045620816E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.01182320964817,22.682460924017917]}"
2380,1.569916719735901E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.19148626647208,22.682460924017917]}"
2381,1.668042914851116E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.99997002217964,22.682460924017917]}"
2382,1.898765607678661E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.71862224947526,22.682460924017917]}"
2383,1.838384338345831E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.07794836312307,22.682460924017917]}"
2384,1.8501449070878958E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.16777989153502,22.682460924017917]}"
2385,1.8483271632370834E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.43727447677088,22.682460924017917]}"
2386,1.919981578982667E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.52710600518283,22.682460924017917]}"
2387,1.857376498691662E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.70676906200674,22.682460924017917]}"
2388,1.6409892744046725E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.78474740295016,22.682460924017917]}"
2389,1.5837129028248824E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.96441045977407,22.682460924017917]}"
2390,1.5081168065702813E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.23390504500992,22.682460924017917]}"
2391,1.5717558605808939E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.32373657342187,22.682460924017917]}"
2392,1.5110366711687135E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.50339963024578,22.682460924017917]}"
2393,1.7606760183305287E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.86272574389359,22.682460924017917]}"
2394,1.6755854461872173E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.31188338595335,22.682460924017917]}"
2395,1.7253609258729885E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.5813779711892,22.682460924017917]}"
2396,1.6603442469552751E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.10851395419239,22.682460924017917]}"
2397,1.7071613176218432E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.37800853942825,22.682460924017917]}"
2398,1.621702903926795E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.73733465307606,22.682460924017917]}"
2399,1.6365409129194699E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.82716618148801,22.682460924017917]}"
2400,1.7805732989231344E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.09666076672387,22.682460924017917]}"
2401,1.6992119001498602E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.36615535195972,22.682460924017917]}"
2402,1.6950914390327426E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.99497605084339,22.682460924017917]}"
2403,1.8589270523824584E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.3543021644912,22.682460924017917]}"
2404,1.8260373997787277E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.62379674972705,22.682460924017917]}"
2405,1.8548954210045074E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.89329133496291,22.682460924017917]}"
2406,1.5966322699498996E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[81.16278592019876,22.682460924017917]}"
2407,2.2923108810818786E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.39672094302904,22.682460924017917]}"
2408,2.2928608655754597E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[86.64250915332785,22.682460924017917]}"
2409,2.26896568242222E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[87.98998207950713,22.682460924017917]}"
2410,2.2962013313026513E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.52897124997884,22.682460924017917]}"
2411,1.6508421387845625E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.9307161421645,22.682460924017917]}"
2412,1.1709672967550794E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[69.57451875505694,22.77229245242987]}"
2413,1.5549013159205373E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.19148626647208,22.77229245242987]}"
2414,1.6949345650414758E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.55081238011988,22.77229245242987]}"
2415,1.79736856683647E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.35929613582745,22.77229245242987]}"
2416,1.897508362633964E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.98811683471112,22.77229245242987]}"
2417,1.864870681704148E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.34744294835893,22.77229245242987]}"
2418,1.562828618737172E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.78474740295016,22.77229245242987]}"
2419,1.7311467758099715E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.30003019848482,22.77229245242987]}"
2420,1.72221623295987E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.10851395419239,22.77229245242987]}"
2421,1.748736961561916E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.00682923831191,22.77229245242987]}"
2422,1.7311741860382923E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.45598688037167,22.77229245242987]}"
2423,1.736371281576673E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.99497605084339,22.77229245242987]}"
2424,1.8047277608035167E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.08480757925534,22.77229245242987]}"
2425,1.7394886129663205E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.17463910766729,22.77229245242987]}"
2426,1.776369665440052E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.3543021644912,22.77229245242987]}"
2427,1.7075811897798618E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.80345980655096,22.77229245242987]}"
2428,2.0231802574247545E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[82.06110120431829,22.77229245242987]}"
2429,2.3131212378586606E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[82.68992190320195,22.77229245242987]}"
2430,2.094392516077841E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[83.04924801684976,22.77229245242987]}"
2431,2.2566668637933457E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.11537317032466,22.77229245242987]}"
2432,2.12491173738371E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.20520469873661,22.77229245242987]}"
2433,2.2028843298485445E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.47469928397247,22.77229245242987]}"
2434,2.2812178004333293E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[86.37301456809199,22.77229245242987]}"
2435,2.356928380699236E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[86.64250915332785,22.77229245242987]}"
2436,2.1943817575561172E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[87.27132985221151,22.77229245242987]}"
2437,2.181339803780031E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[87.54082443744737,22.77229245242987]}"
2438,2.3680731409360506E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.34930819315494,22.77229245242987]}"
2439,2.4654823568398933E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.43913972156689,22.77229245242987]}"
2440,1.6307932751505268E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.57139002851669,22.77229245242987]}"
2441,1.4782486635059788E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.28131779488403,22.862123980841822]}"
2442,1.5454305568060185E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.37114932329598,22.862123980841822]}"
2443,1.5640654782020052E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.46098085170793,22.862123980841822]}"
2444,1.544971305536482E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.64064390853184,22.862123980841822]}"
2445,1.6604883552765484E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91013849376769,22.862123980841822]}"
2446,1.611713171086101E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.0898015505916,22.862123980841822]}"
2447,1.879077270394644E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.71862224947526,22.862123980841822]}"
2448,1.751066255716343E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.34744294835893,22.862123980841822]}"
2449,1.9548069798224746E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.61693753359478,22.862123980841822]}"
2450,1.5351344181999967E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.14407351659797,22.862123980841822]}"
2451,1.6645228991776572E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.77289421548164,22.862123980841822]}"
2452,1.8131553788198725E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.5813779711892,22.862123980841822]}"
2453,1.9092380941032367E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.94070408483701,22.862123980841822]}"
2454,2.013854684889939E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.26447063607924,22.862123980841822]}"
2455,2.0873312996507408E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[82.06110120431829,22.862123980841822]}"
2456,2.1172328101055885E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[82.24076426114219,22.862123980841822]}"
2457,2.1624699908211694E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.39672094302904,22.862123980841822]}"
2458,2.219987840209237E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.92385692603223,22.862123980841822]}"
2459,2.2446073272773415E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[86.46284609650394,22.862123980841822]}"
2460,2.3582316360696906E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[87.00183526697566,22.862123980841822]}"
2461,2.3047577458926952E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[87.09166679538761,22.862123980841822]}"
2462,2.237730164240294E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[87.27132985221151,22.862123980841822]}"
2463,2.2062776607285802E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[87.63065596585932,22.862123980841822]}"
2464,2.1209161001279928E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[87.72048749427127,22.862123980841822]}"
2465,2.3860738865519535E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.34930819315494,22.862123980841822]}"
2466,2.3432430291098213E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.43913972156689,22.862123980841822]}"
2467,2.3417302466735207E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.61880277839079,22.862123980841822]}"
2468,2.2636132182067244E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.70863430680275,22.862123980841822]}"
2469,9.658494480857236E-5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[69.03552958458522,22.951955509253775]}"
2470,1.1179112807102105E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[69.30502416982108,22.951955509253775]}"
2471,1.2049374326421629E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[69.39485569823303,22.951955509253775]}"
2472,1.5221876867824836E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.46098085170793,22.951955509253775]}"
2473,1.5280665295239052E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.64064390853184,22.951955509253775]}"
2474,1.6560829112067577E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.82030696535574,22.951955509253775]}"
2475,1.9525358170622095E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.80845377788721,22.951955509253775]}"
2476,1.8602862583487172E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.16777989153502,22.951955509253775]}"
2477,1.8395669909104342E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.88643211883064,22.951955509253775]}"
2478,1.7997971628553092E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.06609517565454,22.951955509253775]}"
2479,1.6904484723277157E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.42542128930235,22.951955509253775]}"
2480,1.6632921568491372E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.87457893136211,22.951955509253775]}"
2481,1.6174576704802184E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.32373657342187,22.951955509253775]}"
2482,1.490099864207819E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.68306268706968,22.951955509253775]}"
2483,1.5570588366343443E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.86272574389359,22.951955509253775]}"
2484,1.7309442623916917E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.03053561324897,22.951955509253775]}"
2485,1.876168923638281E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.30003019848482,22.951955509253775]}"
2486,1.9191386462256784E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.38986172689677,22.951955509253775]}"
2487,1.6371101000019696E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.10851395419239,22.951955509253775]}"
2488,1.6602110603908206E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.82716618148801,22.951955509253775]}"
2489,1.6446498765275612E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.54581840878363,22.951955509253775]}"
2490,1.9128931118933865E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.17463910766729,22.951955509253775]}"
2491,1.7587659356775378E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[81.43228050543462,22.951955509253775]}"
2492,2.1835780128557608E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[81.88143814749438,22.951955509253775]}"
2493,2.1710258459747053E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[82.15093273273024,22.951955509253775]}"
2494,2.0021523637232293E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[82.7797534316139,22.951955509253775]}"
2495,1.942203220472247E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[83.58823718732147,22.951955509253775]}"
2496,2.0866297758343117E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[83.85773177255733,22.951955509253775]}"
2497,2.0900315589916234E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[83.94756330096928,22.951955509253775]}"
2498,2.1047792124172625E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.57638399985295,22.951955509253775]}"
2499,2.0849193033341167E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.38486775556052,22.951955509253775]}"
2500,2.1929151289022116E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.74419386920833,22.951955509253775]}"
2501,2.2562836447363816E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[86.01368845444418,22.951955509253775]}"
2502,2.2489744601788547E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[86.19335151126809,22.951955509253775]}"
2503,2.309010530677401E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[86.28318303968004,22.951955509253775]}"
2504,2.1999636408825575E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[86.37301456809199,22.951955509253775]}"
2505,2.213045995134817E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[87.81031902268322,22.951955509253775]}"
2506,2.1998210182924227E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[87.90015055109518,22.951955509253775]}"
2507,2.4630873682287863E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.34930819315494,22.951955509253775]}"
2508,1.5289757052828616E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.75105308534059,22.951955509253775]}"
2509,1.6263973595776734E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.9307161421645,22.951955509253775]}"
2510,1.2525904406756876E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[69.66435028346889,23.041787037665724]}"
2511,1.401355865405436E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.01182320964817,23.041787037665724]}"
2512,1.4435619400666007E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.28131779488403,23.041787037665724]}"
2513,1.435518279940263E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.37114932329598,23.041787037665724]}"
2514,1.4885218767943066E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.55081238011988,23.041787037665724]}"
2515,1.5077414270090356E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.73047543694379,23.041787037665724]}"
2516,1.587180259890733E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91013849376769,23.041787037665724]}"
2517,1.87454963761872E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.44912766423941,23.041787037665724]}"
2518,1.9988210428228303E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.62879072106331,23.041787037665724]}"
2519,2.0537062832194392E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.71862224947526,23.041787037665724]}"
2520,1.8066891467512087E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.88643211883064,23.041787037665724]}"
2521,1.5376565032338004E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.32373657342187,23.041787037665724]}"
2522,1.5386032208685878E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.50339963024578,23.041787037665724]}"
