system:index,tropospheric_HCHO_column_number_density,.geo
4154,2.4280954282553807E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.21705788620514,26.99437428779162]}"
4155,2.338053021278706E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.39672094302904,26.99437428779162]}"
4156,2.3583044095105456E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.57638399985295,26.99437428779162]}"
4157,1.8518904101929288E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[94.54768365357964,26.99437428779162]}"
4158,1.7000420481580312E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[95.26633588087525,26.99437428779162]}"
4159,1.4463899061491434E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[69.93384486870475,27.08420581620357]}"
4160,1.2126174159504201E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.47283403917646,27.08420581620357]}"
4161,1.3099795523283938E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.74232862441231,27.08420581620357]}"
4162,1.3169692154559805E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91013849376769,27.08420581620357]}"
4163,1.29732744481545E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.2694646074155,27.08420581620357]}"
4164,1.3711375659423576E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.71862224947526,27.08420581620357]}"
4165,1.4026475079036057E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.61693753359478,27.08420581620357]}"
4166,1.4392397618399086E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.70676906200674,27.08420581620357]}"
4167,1.3882578633851194E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.88643211883064,27.08420581620357]}"
4168,1.451396974639858E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.1559267040665,27.08420581620357]}"
4169,1.4076469699485434E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.3355897608904,27.08420581620357]}"
4170,1.381683056977627E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.32373657342187,27.08420581620357]}"
4171,1.5678863538518312E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.77289421548164,27.08420581620357]}"
4172,1.594239960212599E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.2220518575414,27.08420581620357]}"
4173,1.9273914187298104E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.6475031246641,27.08420581620357]}"
4174,2.136842559823781E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.26447063607924,27.08420581620357]}"
4175,2.3961918089280965E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.89329133496291,27.08420581620357]}"
4176,2.453882188157894E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[81.16278592019876,27.08420581620357]}"
4177,2.135913783316088E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[81.88143814749438,27.08420581620357]}"
4178,2.2280056101838078E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[82.06110120431829,27.08420581620357]}"
4179,2.2625698443020777E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[82.24076426114219,27.08420581620357]}"
4180,2.35062907679906E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[82.68992190320195,27.08420581620357]}"
4181,2.3649621086177565E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[82.86958496002586,27.08420581620357]}"
4182,2.2692986099992845E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[83.13907954526171,27.08420581620357]}"
4183,2.4534409583755126E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[83.31874260208562,27.08420581620357]}"
4184,2.374085513028132E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[83.94756330096928,27.08420581620357]}"
4185,9.179265194784677E-5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.07981360791908,27.08420581620357]}"
4186,1.2071354742677499E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.25947666474299,27.08420581620357]}"
4187,1.2763277461016288E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.52897124997884,27.08420581620357]}"
4188,1.817298032159612E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[94.36802059675573,27.08420581620357]}"
4189,1.8472492507355892E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[94.9968412956394,27.08420581620357]}"
4190,1.832800312818411E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[95.08667282405135,27.08420581620357]}"
4191,1.8418128713786668E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[95.26633588087525,27.08420581620357]}"
4192,1.2815587920296512E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[95.89515657975892,27.08420581620357]}"
4193,1.391247226081993E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.56266556758841,27.174037344615524]}"
4194,1.35220629553795E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.17963307900355,27.174037344615524]}"
4195,1.2703585409595567E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.35929613582745,27.174037344615524]}"
4196,1.409943631509265E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.89828530629917,27.174037344615524]}"
4197,1.359546697335625E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.07794836312307,27.174037344615524]}"
4198,1.4719276967658173E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.69491587453821,27.174037344615524]}"
4199,1.4173616222675883E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.32373657342187,27.174037344615524]}"
4200,1.343373881697708E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.41356810183383,27.174037344615524]}"
4201,1.5438198644169781E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.50339963024578,27.174037344615524]}"
4202,1.5836084700513635E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.77289421548164,27.174037344615524]}"
4203,1.5864442953652467E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.2220518575414,27.174037344615524]}"
4204,1.7934525998499908E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.38986172689677,27.174037344615524]}"
4205,1.8812890445917064E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.83901936895654,27.174037344615524]}"
4206,2.1926300560910083E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.01868242578044,27.174037344615524]}"
4207,2.0156282825720243E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.10851395419239,27.174037344615524]}"
4208,2.0340265295600124E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.6475031246641,27.174037344615524]}"
4209,2.0305934887165778E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.82716618148801,27.174037344615524]}"
4210,1.8889600918854812E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.09666076672387,27.174037344615524]}"
4211,2.1455174680273654E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.36615535195972,27.174037344615524]}"
4212,2.37748429644614E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.80345980655096,27.174037344615524]}"
4213,2.3235319945984383E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[81.70177509067048,27.174037344615524]}"
4214,2.2724741609433304E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[82.24076426114219,27.174037344615524]}"
4215,2.27694473905903E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[82.51025884637805,27.174037344615524]}"
4216,2.3818239340620386E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[82.95941648843781,27.174037344615524]}"
4217,2.4177448077429876E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[83.22891107367366,27.174037344615524]}"
4218,1.0060978370362383E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.61880277839079,27.174037344615524]}"
4219,7.981961016691008E-5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.7984658352147,27.174037344615524]}"
4220,1.6951253964853004E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[94.00869448310792,27.174037344615524]}"
4221,1.873198721978111E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[95.1765043524633,27.174037344615524]}"
4222,1.7557605937940709E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[95.44599893769916,27.174037344615524]}"
4223,1.7023333652653325E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[95.53583046611111,27.174037344615524]}"
4224,1.3938340415083569E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[69.93384486870475,27.263868873027477]}"
4225,1.3249193150808902E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.11350792552865,27.263868873027477]}"
4226,1.2730417046570835E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.83216015282427,27.263868873027477]}"
4227,1.3480922731306516E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.10165473806012,27.263868873027477]}"
4228,1.2084092993147785E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.37114932329598,27.263868873027477]}"
4229,1.2657570015939715E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.99997002217964,27.263868873027477]}"
4230,1.3852670188723375E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.98811683471112,27.263868873027477]}"
4231,1.4166430456714535E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.61693753359478,27.263868873027477]}"
4232,1.4485753611362493E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.3355897608904,27.263868873027477]}"
4233,1.421124600169983E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.50339963024578,27.263868873027477]}"
4234,1.4617128459331377E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.04238880071749,27.263868873027477]}"
4235,1.7430916843905135E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.38986172689677,27.263868873027477]}"
4236,1.9478741826358366E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.92885089736849,27.263868873027477]}"
4237,1.982866799305954E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.19834548260434,27.263868873027477]}"
4238,2.1543877149344273E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.36615535195972,27.263868873027477]}"
4239,2.0411066947075726E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.54581840878363,27.263868873027477]}"
4240,2.1371925118805074E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.90514452243143,27.263868873027477]}"
4241,2.2329395566147994E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[81.43228050543462,27.263868873027477]}"
4242,2.2429338226601263E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[82.51025884637805,27.263868873027477]}"
4243,2.306039380323565E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[83.94756330096928,27.263868873027477]}"
4244,8.900362166638738E-5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.88829736362665,27.263868873027477]}"
4245,1.7532657978527118E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[94.90700976722745,27.263868873027477]}"
4246,1.8205191303643083E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[95.35616740928721,27.263868873027477]}"
4247,1.7767755573424543E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[95.44599893769916,27.263868873027477]}"
4248,1.3004904045223333E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.65249709600036,27.35370040143943]}"
4249,1.2964585585370814E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.83216015282427,27.35370040143943]}"
4250,1.2500814882569427E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.92199168123622,27.35370040143943]}"
4251,1.1802005414620783E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.99997002217964,27.35370040143943]}"
4252,1.3190393355061472E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.44912766423941,27.35370040143943]}"
4253,1.3719203681979343E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.25761141994698,27.35370040143943]}"
4254,1.459570167507802E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.3355897608904,27.35370040143943]}"
4255,1.6849133470220974E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.95255727230554,27.35370040143943]}"
4256,1.7427799450738885E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.49154644277725,27.35370040143943]}"
4257,1.6621285400540228E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.85087255642506,27.35370040143943]}"
4258,1.6992254194763003E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.03053561324897,27.35370040143943]}"
4259,1.8150860501938882E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.65935631213263,27.35370040143943]}"
4260,1.936388424133869E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.82716618148801,27.35370040143943]}"
4261,2.011267663166959E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.18649229513582,27.35370040143943]}"
4262,2.109043926791627E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.54581840878363,27.35370040143943]}"
4263,2.0581480678573473E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.3543021644912,27.35370040143943]}"
4264,2.2766928916468932E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.44413369290315,27.35370040143943]}"
4265,2.2333638483959038E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.89329133496291,27.35370040143943]}"
4266,2.2608833880441835E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.98312286337486,27.35370040143943]}"
4267,2.3752946783622413E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[82.51025884637805,27.35370040143943]}"
4268,2.406995178564901E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[82.7797534316139,27.35370040143943]}"
4269,2.3752129229719332E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[83.22891107367366,27.35370040143943]}"
4270,2.17656715812471E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[83.85773177255733,27.35370040143943]}"
4271,2.307091777870711E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[83.94756330096928,27.35370040143943]}"
4272,2.1744205861198547E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.39672094302904,27.35370040143943]}"
4273,6.032291118805572E-5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.61880277839079,27.35370040143943]}"
4274,1.8058510896775494E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[94.27818906834378,27.35370040143943]}"
4275,1.8248600728933687E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[94.36802059675573,27.35370040143943]}"
4276,1.9152154545660287E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[95.35616740928721,27.35370040143943]}"
4277,1.4588874010965227E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.16465116499478,27.35370040143943]}"
4278,7.882026725324697E-5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.88330339229039,27.35370040143943]}"
4279,1.245665505732288E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.92199168123622,27.443531929851382]}"
4280,1.2405133418463084E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.19148626647208,27.443531929851382]}"
4281,1.3456121378470592E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.82030696535574,27.443531929851382]}"
4282,1.2962985103707813E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.0898015505916,27.443531929851382]}"
4283,1.3185082830880399E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.52710600518283,27.443531929851382]}"
4284,1.4231601379151995E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.79660059041869,27.443531929851382]}"
4285,1.360199872248915E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.88643211883064,27.443531929851382]}"
4286,1.4312798224559424E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.06609517565454,27.443531929851382]}"
4287,1.3274459771695952E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.51525281771431,27.443531929851382]}"
4288,1.5404014497034176E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.78474740295016,27.443531929851382]}"
4289,1.4115536728858752E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.32373657342187,27.443531929851382]}"
4290,1.4253226283870066E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.13222032912944,27.443531929851382]}"
4291,1.6196927645556813E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.5813779711892,27.443531929851382]}"
4292,1.9989402446596622E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.74918784054458,27.443531929851382]}"
4293,2.0463396594820843E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.19834548260434,27.443531929851382]}"
